Transactionid,Start,End,Latency,Iteration
0x28b24734f9db35551bd37f59d22c129bf063de292b900317a089b379e1bdd1e8,1594748924,1594748925,1,1
0xb5774364ec4388b2dd79dc5730896a43d98addc3ab47d1805308246c97159179,1594748925,1594748925,0,1
0xd5e9f76c78af4ed7dd0a8febe4df03dea663034e3825019cb1d2efe983610627,1594748924,1594748925,1,1
0xdc2c3ea48c48ce1a8c63b5aca1e6371ca5914709e26faf0a5ca3d049eea0f958,1594748924,1594748925,1,1
0x25612597d82e0b3e6930443fcf3af4e9dfbf1839e0f1ef2f3cf7589aa94148f3,1594748924,1594748925,1,1
0xa7ab1383dfda89d5c0cfbf19239ce1d3e6721621c06df1a231046f08d7428a2f,1594748924,1594748925,1,1
0x5dbba8896377995bf1997ffe4204d10ff3b7889d856577d776503f89935682b5,1594748925,1594748925,0,1
0x195317350e874d1ea0cc49050ae93bab288e76198899bd713afa559365c24390,1594748924,1594748925,1,1
0x2073dbde253605e14bd587aaae6986e467ed8d54927c707fccbc63d670c7110b,1594748924,1594748925,1,1
0xc675fb69014f752fbb866f4de497bd8a85b89eaf133dccab71df743a022a8b37,1594748925,1594748925,0,1
0x33842028d8a5ae9636ada28d013c8aa04847c8890b700c52344e7c08f5497066,1594748924,1594748925,1,1
0x310a279f507ad688dd79cec2a7656d6bea9cb2a4879adba2e66272e8b0edcc84,1594748924,1594748925,1,1
0xa4606bf8e0cf20c7f5653156556bb6e4dd707c03950a85295b9618a27f30b20f,1594748924,1594748925,1,1
0x110e68f8af58428deec7b82ddeaa337d7d60b407c0c23875017f6acc3a49e464,1594748924,1594748925,1,1
0xf53e5b81ec7efbd0bada8ee4150efd3f5ad29a227cf9ddba8dfd04dbb1e55f65,1594748924,1594748925,1,1
0x7b80c8e82d62aada4468fbc895e192fb62b89220a4eeed28e644bccc6a72a287,1594748925,1594748925,0,1
0xc398269cca615b05627584601419de4b95246bbd0a51bfdaf1d0aab8061631c5,1594748925,1594748925,0,1
0x4c5e387ee95df7eadf06d9ec801d993390f1270ba0eb4a5a5a9b8ba89f19549b,1594748924,1594748925,1,1
0xebb18907343f33b7cd6c3bb0d416e72da6e1af15e37aa37cf98d7e0b1d1a82d8,1594748924,1594748925,1,1
0xcfaff5ff312660c15b760598c334702306a6e1222ff68de328bde9990a5dfe2e,1594748925,1594748925,0,1
0xd9bf1eeb2f74900f83b62e41c381185b379385ec9323e1b41e032d8a995d1918,1594748924,1594748925,1,1
0xb381acd2566a78271c0db9eed39d6d0b89f65a0f2a2c46006099f5483c3af798,1594748925,1594748925,0,1
0xaf25a56c99357a79e3945266b4b714a9b2b9f11081e4fc1c9fb00dbd78deb5b1,1594748924,1594748925,1,1
0x09bc7d1e6d1f805e733333fe2e47dacab1ab2b5fe1040ed902153a7f96ddd3b6,1594748924,1594748925,1,1
0xb7614134091e8aec1a6df153436e2f1ed1a579e1539150ff5c25b60d045fa34f,1594748925,1594748925,0,1
0x2a09d2b967287b7c467d5fc6a3afa1c0341b4ba4cf576b2b4dbf511cc1476f3f,1594748925,1594748925,0,1
0xaee3fbe10607e2fa0689ee6bf3a1a4b2b69d3dee28c9bad8547a146028e998bb,1594748925,1594748925,0,1
0xc64a77f87008d63bc7fc13a7d918aa53528074d85db749834bd8fe0df6443f98,1594748924,1594748925,1,1
0xc60f21ca0c23c194e6c57cd9c001cbb90b8b30b89b2dce64efbc43605fb518c0,1594748924,1594748925,1,1
0xf0ba8f997484b727cc057776405184fde2d43d8d43283b349f0b362b07922ac8,1594748924,1594748925,1,1
0x1a55b2d944442f6ec5b3d1ff140105fb24fb35ad61941da0fd8285a199798966,1594748925,1594748925,0,1
0x79ddbbfe251e2dc6d907bab0929102dac9ff751b7d29b5ff72a28f531fa253a9,1594748924,1594748925,1,1
0xb4e2806053fdf43f427b0096af2b4153b5259ffe9605d486361f443e83b30794,1594748924,1594748925,1,1
0x5372e99d36322fb4348c657abf6fb00df27920e67bedce6c846eb2f741517143,1594748924,1594748925,1,1
0x4a25792522daace78d50b3edfffb60c463736459abfa94b37dd3872fb2d69273,1594748924,1594748925,1,1
0x4e2e790664e0b88ae616c8872b2741a39bff4cac0f903e30333a483ad03e1f3b,1594748925,1594748925,0,1
0x8b4c36a2682fe8b19100edfc755adcbb48d3d4e95e57c581ec86fd7f6597f8c0,1594748925,1594748925,0,1
0x63c44da249e9a8823af0b5e72a87597750c752aef4842c63a7cd266335aec757,1594748925,1594748925,0,1
0x43912f333b3eb1dd91dc96e9b8160108ff6be17ab7a236f87bbbdbd6e336c89f,1594748924,1594748925,1,1
0x437ab6ecf6d967c5993d01b0bc2a8e33a2ded55afc268f30b34bf4eff3f10897,1594748924,1594748925,1,1
0x827def0f508856f55f5895de87453e1f40ea9c7eabaec8884ec8b0c651c9d587,1594748924,1594748925,1,1
0x76febc238c8795665b1c6d1d8e609712c3252fc4a664cdcf347d639b658d0680,1594748925,1594748925,0,1
0x44b1d9a9b5a11e809c52e6137809e52d15d7c09ad39ad6874ebe58b1c8013280,1594748925,1594748925,0,1
0xb2d26026346453285474b5222f8b606e14886894cf0a6d5e101d6b169ef7de15,1594748924,1594748925,1,1
0xfc3c21f9c097cd9e5d840e4ce947ab0a359cff6edeca49516b84d8d329b8e723,1594748924,1594748925,1,1
0x220c4520d24ea06b8ae7a5a7ad4ca598f1b26158f3a85d0f7627d4a47be97e80,1594748924,1594748925,1,1
0x7ea85c6c7eedbb3ba81ea59a3f363d293763a28728d63f04a98c69ff08b0ae9b,1594748924,1594748925,1,1
0x00ea98db065f69a72befd266ad897bdf20083424566fe4ac3d94e633862d674f,1594748924,1594748925,1,1
0xec361b12507cfa9db5422387dd30b539d37d9fef07564edf94a5a8eca0cbe9dd,1594748925,1594748925,0,1
0xa344dc791d30a5216a2bf33875a63130ea7f6b3d2aca37f58b26ec7dea1edad2,1594748925,1594748925,0,1
0x04051f18931686f350ede6c357402bed35572d579d99f2550611221ac985fcba,1594748925,1594748925,0,1
0x3deb26d41e6f8bb2513b3985dd322af4f8af71ae061226d683677cc186070c23,1594748924,1594748925,1,1
0xab7b5c764ba90dc17e3d181dd36a5a32d98540b876c8ef577c0bf2fb209b83f0,1594748925,1594748925,0,1
0x0267bca671a6bc43457200ddbdaf988eea532f4a485677aaf20197eba81e1a27,1594748925,1594748925,0,1
0x893403e4d0813656db779713fb840dcd33d5ba47257c79225c8b7c9203a7b697,1594748924,1594748925,1,1
0x3cc75fce26e6af8db061840299de1adec9904fec14e0c139b0370095f635eb0f,1594748925,1594748925,0,1
0x2acd135e76904c0d1469df5b902f0c8b120f26d454179a294856f83aa7fc334d,1594748925,1594748925,0,1
0xbcc98a533ac108231c639d28811ac1b34fee8f8ac7ffd7915c29396aa627b985,1594748924,1594748925,1,1
0x1d8351421e40900fef1a07b942e9e701ceed4ecc15248b904d2d22f49ceeb837,1594748925,1594748925,0,1
0xf3a5cce74ac671acb18a5f36c7612b82f1ada070a535bc8b692e4ce977bd066a,1594748925,1594748925,0,1
0x84092889ba0824115e0347f29a30c7433edd02bfe41077f5d9d932fbdddff6ba,1594748924,1594748925,1,1
0x4a544334f02a7f3b30a7080c7eaa9b03612113b1d92b56a4930f35b6bf29d733,1594748925,1594748926,1,1
0xd795abac9c1d2bc9111cfd2a1b86e206f2a6c82ee82c6c782b3930d3393cd2aa,1594748924,1594748926,2,1
0x984caeac86dd8c2e368d597dd9a416530daf4f904f57ae953d2b097172581dfb,1594748925,1594748926,1,1
0x16065b9619c7954b6c3cd60961ab23f75e3f355c5191f776419bd739393c7f9f,1594748924,1594748926,2,1
0xa8622958387d3868dd83ddb4f0bd90a6f3f5a4363544eb668ee0358f1227afc4,1594748925,1594748926,1,1
0x44c5892acb0cbc818b26166a932b1b4d2bea06deb5ef48c47864f5439a78348c,1594748924,1594748926,2,1
0x38d6da500babf3ea5460252990e94842103b1e725d60a98becf769d4683335e9,1594748925,1594748926,1,1
0x6c84f70f50305e2c4b605c2eb1cba7bca5edffb1a146a2394e5a586cefbff7ab,1594748924,1594748926,2,1
0x4ac08afa65e2fc6951742a9221df7b93797a329a78711e5d5d510f845a3e305a,1594748925,1594748926,1,1
0xac4ecec020d7a5c77e0fa8d4cb45e85f45390af8ee0ad6fb47e3c5b40367ed6d,1594748925,1594748926,1,1
0x4ecb4832c980047c4e62e33b3117fd99d3fc4023246347772c245b4126044a44,1594748924,1594748926,2,1
0xf648094e867d3a0d6d429f3b0bf5f16f6b40c6e668facf7a343b3c33e63d3f71,1594748924,1594748926,2,1
0x1a9555b84012ab10fb0152d3fe1f9401d1175abdfecdc45e634b745924cc5141,1594748924,1594748926,2,1
0x62dffd3b09a5051f4b0cf475bbdf74f49d10a974b16e66c8345a9cb804036ee6,1594748924,1594748926,2,1
0x87c322108fc845f51124a31202196d5c2ef5d8017341ddd5f62674a613ab004c,1594748924,1594748926,2,1
0xf146f09674525633d3f34ef8a44911b724ceaa22eb7e402d07848e64e234ac02,1594748924,1594748926,2,1
0x8cde7a3908d3839cdb6f384ada794a95c3dd54e1e3898cf48c1778d08d725e25,1594748924,1594748926,2,1
0xa57e808a7afdb33b4441014c024aacdda9357e51d289b745773ba56aab57a900,1594748925,1594748926,1,1
0x02cbbd378b26724ebb7ea67736a7b9f246294fd19a176977ed1409cfd7cf77b0,1594748926,1594748926,0,1
0x07a7dbd44c4fbe0cb9bbf1d35855075fa8cb5354c901872118fdb3073f9e0797,1594748925,1594748926,1,1
0x975facd51851d66e9666bcddbc1d5dea725ba77e1a0ef0f9ea0475ce795d0259,1594748926,1594748926,0,1
0xec736f3b45e5b085b284ba88769cb3ddcd0910633d44d3a904a3d398bcbf8700,1594748925,1594748926,1,1
0xbd2103d67efdb03b640af49634faffff5430ca8beea48e688ab67a9f7dfb8124,1594748926,1594748926,0,1
0x715e8a39255a16c4f039cc5477ac4bfd2839a45cf8657341776f2bb35244782c,1594748924,1594748926,2,1
0x4cea9f9764305189a1ff54fc372665d5abb45a8f2ac9afb52b85ac9a9625f6ca,1594748925,1594748926,1,1
0x93e77e7aed13e437e3559883e5a2c50a0e613be3a20c7c4aa24b1f99a0602dc6,1594748926,1594748926,0,1
0x74d3b4d4dc70f60d87b0134bf84c6f2a9a83f2bc758cb0dbd5524adfc5801a91,1594748925,1594748926,1,1
0x0c3b8e1b143e83342994ebe4d3d4c0e7c87a02ccffc927e7d9fd38853b6ecf88,1594748926,1594748926,0,1
0x40232fbebcd35259cefe5cbde2cb241385a096654b20df84eb861bdd622656a9,1594748925,1594748926,1,1
0xc9c737222701eb4aa759d7bdffc15fee401395160beeaf1b2691629bbc8154c7,1594748925,1594748926,1,1
0xfd0e9e8f04db07480f62e98c86cf4edb987f7d278cc80c11464cde10522060fa,1594748925,1594748926,1,1
0xa00f62c33e7210af7d298db50d369839429f51c700878ac2f157849908700bf7,1594748925,1594748926,1,1
0xd04263e8da28eeacdd8c2e119d0586c370252c65b9b640f5e0d283b642222221,1594748925,1594748926,1,1
0x75d368df8100e7e1876b9616fef0c1d60ac7b37a64fd6b8df73b0dddd9b85e51,1594748925,1594748926,1,1
0x3b84b5966d0e0edca6493f42203c4c702bb139eaf118787f91de73bf282c7f64,1594748924,1594748926,2,1
0x6a84ef4efef42402facd3fd4b5e8cfa544830617c009ee34fbf08c7e41fc99d7,1594748925,1594748926,1,1
0x966a94fa1e18c7f0b401fc2ac07227e0b9267458b178a4aa7e56f3d2359be3b0,1594748924,1594748926,2,1
0x6173473ede20544cd32aaacda58045c50089a253212d66970fa08cec9c731d43,1594748926,1594748926,0,1
0xfa6ba9ab7985b912fe555c7d2f915ebc7bfc79a5dd8761fbbcbad04290818753,1594748924,1594748926,2,1
0xba58bf84f01225f8af40611eb6651bf9c2ce3fe0fd8fe5d9fe2ecf7b9efb4026,1594748925,1594748926,1,1
0x589754c2c6752885bfca7bbe107aaec98486b7a047c5d00f809d4918678852b6,1594748924,1594748926,2,1
0xd4ac6cbd49d5e01247690ae45f0997183222378329b4801e45f332f6b67c3f5b,1594748924,1594748926,2,1
0xcab256d9587d693dff648065a3f1203ff544a0ec55def33b4751a22721467048,1594748926,1594748926,0,1
0xd91bf5a4dd0b992a5f02cb7b0ef7133438ad835a739de08a3198c46bb8e7599c,1594748925,1594748926,1,1
0x7a5cb1fd96cca9af08587853f558d807030f6d4539dce72013dd039503f4984c,1594748924,1594748926,2,1
0xf4899f0962bcea816e8fbdd4cb6df46f6af17882511e65b663b5bd7ce5c65e8f,1594748926,1594748926,0,1
0x0c9bba07808511f974d6edc8e659ce7b07bf262e3c68d8909a1e7b7f59d1fd3a,1594748925,1594748926,1,1
0x6c28b7432c2c0bea55c8d85ecdc1601f339aca95fc2f176e9b23403f57d5e29c,1594748926,1594748926,0,1
0x28f3e2aaeb444a1ee2e8dd9bf878958263afcec5f344a8ef76967681ace85d74,1594748926,1594748926,0,1
0x608b8587e1ff4c23c0b364b57a421dbd921b1581b6ab9c41d9a542ea24590699,1594748926,1594748926,0,1
0xde0482ca0dd65f9e0caa5375d9ee471d74b50603d1cc7b45e14a6e357b5171f3,1594748926,1594748926,0,1
0x396114c421bc788a9ea4615e45f1c506934b8cdab1631812e6ead1e6b74d2e35,1594748925,1594748926,1,1
0x35323bd06c58e88318cb85941c0eefca8f0eba85ed07d603a4e48b69bf1f8b1f,1594748924,1594748926,2,1
0xa9f69ed18b2c5837592ca9d23208f7deee923fb83f96960d7cc4d9eff514f9e2,1594748925,1594748926,1,1
0x8c8e661ae88829c06ff32d045ecce64c5a37d000d52969a7dd860c50271c4ca3,1594748925,1594748926,1,1
0x2f1de7f12f2ea3d9722d7c69029402b75afbd4d4391b2dfa40ee8c2bd9e876be,1594748926,1594748926,0,1
0x474eb39c2c0bbaf593eff6f9c3652f67d10defc838a9ad91f87de29163f9b82c,1594748926,1594748926,0,1
0x34746d5dc9b232f0f9d87ba8c698cc3999a305a141173abe21b66ad0b727fdf0,1594748924,1594748926,2,1
0xfd19be0e0718b941510c2d0e6eec01715fb86e8363bdab72bc5552198f2e6666,1594748926,1594748926,0,1
0xd25b041d95d184d5cb6ac89b36a062154b7e2ce2503e72686f9deea3756190a5,1594748925,1594748926,1,1
0x523b23efbee309a5d7239c91d2dbbf756de9b95aaf2a3159c3df330556be31e3,1594748925,1594748926,1,1
0x4274fc81d65634408b786cc31afa5e10c5e2ca800fabf11e5e81a3a27269e18e,1594748924,1594748926,2,1
0xc2e7ea54b1f60066607335e969def9b38e4bc698d682973b2ef86f86ddd8284c,1594748924,1594748926,2,1
0x2aa6164ec83e32c8280568c658faf77a7d20d9d404a84b3f72c04d98d861787b,1594748926,1594748926,0,1
0x8b0da9adfcdf71309009fdae6cdc718fbd35230049a39cab325cf038a2402ce2,1594748924,1594748926,2,1
0x81010b411425f46a8d509338b610b2e703c4bf33563968a93c5b86a38aa988bb,1594748926,1594748926,0,1
0xfead010e0da7d9fe43aa55f5d88534608916749fcf8fac543813ab9887faa9bb,1594748926,1594748926,0,1
0x5a1f0dadac0858a41e53ea446fdfe2699f456a0bd6f984d58423522212fc6df9,1594748924,1594748926,2,1
0xa00005f275736aa9ac0a47d6a7b011cd08808e1441a0e1905e9cdb57e5e1c19e,1594748926,1594748926,0,1
0x7a73e3a2311b1b904d56a755053baa7f5c5ab86a208e2166dd6668b9a170c737,1594748924,1594748926,2,1
0xe5b621c772bdae97e0046f9fcbe39fcabf8d1345c2f325abed655db2f7bddeca,1594748925,1594748926,1,1
0x6ee5cf73b0377517d4befdc3a6132006cd9db7ebc31532090b6a92209b408419,1594748925,1594748926,1,1
0x74ecadaedcc9f782e730609b1e0c4a4d1866dee6a04dc7db763748e43f693bae,1594748926,1594748926,0,1
0x4112d41f9f05c8e7154a9b898568ba50be4a519b71d7f298503910e19be5f011,1594748925,1594748926,1,1
0x8c12b31cc84b851cc9152abc9d8426a8fe2846b30ecbc2c57f6d98318f15b625,1594748925,1594748926,1,1
0x47649cfaec117ba463103159f9bc1e6e2043b01cc6f65d85fe8cc4cfb842fa8f,1594748925,1594748926,1,1
0x2d506d8a3f36f47a9c1dface8a67ad01f2e9d4f29e5b7c1933fd25c7f2132060,1594748925,1594748926,1,1
0x5bcac9173386cb78784c6c9721087ea9e75d83b3c97de212a9d6e082ba30aaea,1594748926,1594748926,0,1
0x65d4eea904d271f73bc3c1e59ace0fd1b9281868bfaf14da3d0c67d6d32c4668,1594748926,1594748926,0,1
0x2d7b29825c264a69ecd7978da03c907194e964344e24af4afef38f118087ebb6,1594748926,1594748926,0,1
0x9fed5e8242ccbd5452a7d6c5efd884f119efdbeb192aec87a5496ccc04d966b7,1594748925,1594748926,1,1
0x8c3cbf183a99255be1f4004d49bf3001f4afed56bda3520d001b0758ef8d6e65,1594748925,1594748926,1,1
0xc7e925e3d7988753348244ac5f8a1f0c38acbbf99a550da253927aeb33487812,1594748925,1594748926,1,1
0xd41f0568f07f7f81d1336b423624d86776b9adb987e21d16b25d5829d333e18d,1594748926,1594748926,0,1
0x561c7821abcb47bc9aaffc2f92b1fd0c4a4926b66aa48e3c12504796be11c352,1594748926,1594748926,0,1
0x765c3af9eb0e97f75dee624c7d140a32f39f185dd5b80fd25b72b6b2f5ba1d48,1594748925,1594748926,1,1
0xf0987ca2e3bd4bec10d90f1d8f3a9c5bfbdde00f930621838bf5f4494cf51a15,1594748926,1594748926,0,1
0xd4c4a8f935c63d9e3ecf7d812bf7baddf1275a6d0a47cb5ad99f5217920e4fe2,1594748925,1594748926,1,1
0x295eb20dacb33344964948de7dc94f366f8ca250a52bb7c2df42cf3fe249a503,1594748926,1594748926,0,1
0x05ac166067ff9616b1ca2a65a0f175dbdf2f65e9aabd0cee9fd3f405d4fce338,1594748926,1594748926,0,1
0xaaae7812aca62dcd56e1392c231f64ef80823dee8c5ec9a85143c650eb2344fa,1594748926,1594748926,0,1
0xe430df093e2839accb4cdc77929f4f2f40394b4e2ef8003459587a146f38da40,1594748924,1594748926,2,1
0x3397023414fc0b902749ee82145eed74bc36f8d54bc723f2c456465d4b12224e,1594748926,1594748927,1,1
0x5c64817234ecb308ab85c30a695a7d88cb6b80da4b1faec607fcd30f21d358ef,1594748926,1594748927,1,1
0xf79fdde728cfa2dd69fc5250cde2453958e771bf29c60fff402e65fb07e84f88,1594748927,1594748927,0,1
0xd289476bed5da29041c3eaf915dac33eec5c743fe7ecb0a6d9b78175730b1b69,1594748924,1594748927,3,1
0xa2b64f4d68f1a828ac4e921a9ede46dde7c4886ec595d62fb5cdaec642c01389,1594748926,1594748927,1,1
0x5d0c1f96c524df1351de795a66e89e363bc7cde3fcd5fd17aa48522c5f74b0d5,1594748926,1594748927,1,1
0xab3339cd96566abf513ee2ba37ca0131751d1197b98608e87339d952379a05e1,1594748926,1594748927,1,1
0x6abb2c0aa2df798d82ed32220de8f1f7781130caa3a404ad3949e3c41b90774d,1594748926,1594748927,1,1
0xb9e7d33eeb271282dd6d235f6d5056bb7ea2e15a0f9edf141cfb9b6e80079e75,1594748925,1594748927,2,1
0x20e1cb1a99d08dae77736bcb4d21fdb0d016f43dcc61918b277a8f2046ada44d,1594748925,1594748927,2,1
0x63894a05934d8f1440397823e39ea4d71b184f8055fa9e6f7d308fad9245b87f,1594748925,1594748927,2,1
0x6a23a58ec17dfad7c8d5500362d0a520fc3a524aab8a039d22986b7a19851ec7,1594748926,1594748927,1,1
0x8f2e04674d376d48814aa4c37da10e11ee1dd9a75cfe41e191bac2021b587078,1594748926,1594748927,1,1
0xb2f85f986714b8975f17b911fd6067b4be4f7877b0104a730980c950de3b7441,1594748926,1594748927,1,1
0x625138a3488a53f1f0fb7518fb603b56971b7ed934b983116cd62f6df15ea9e2,1594748926,1594748927,1,1
0xd5eec0008f10de5be4ee679628460568899dd0a313dde936052b97a36d07d3ec,1594748925,1594748927,2,1
0xd2950a2817be11790f9dff5c5d7f7a7fd025df270e1b7f5949fef1fc42195b9e,1594748926,1594748927,1,1
