TotalValidblocks,Leastblocksize,MaxBlocksize,Leastblockgaslimit,Maxblockgaslimit,Leastblockgasused,Maxblockgasused,Leastblocktransactions,Maxblocktransactions,blocktimeperiod,totaltxs,finaltps,firedtps,totalfiredtime,totalblocktimeinterval,txgasused,TotalUncleblocks,Iteration,Latency
4,185974,397700,200000000,200000000,51997087,111395080,1363,2920,2,10000,384.61538461538464,476.1904761904762,21,26,38149,9.0,1,0.0546
